FID,tile,Mg_CO2e_ha,Mg_CO2e_px,ObjectId,Shape__Are,Shape__Len
122,30S_060W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_060W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_060W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,123,1516608322359.939900000000000,4951174.687863079800000
123,30S_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,124,1516608322359.939900000000000,4951174.687863069600000
124,30S_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,125,1516608322359.939900000000000,4951174.687863079800000
125,30S_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,126,1516608322359.939900000000000,4951174.687863079800000
126,30S_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,127,1516608322359.950000000000000,4951174.687863079800000
127,30S_130E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_130E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_130E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,128,1516608322359.939900000000000,4951174.687863069600000
128,30S_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,129,1516608322359.939900000000000,4951174.687863079800000
129,30S_150E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_150E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_150E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,130,1516608322359.950000000000000,4951174.687863079800000
130,30S_170E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_170E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_170E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,131,1516608322359.950000000000000,4951174.687863079800000
131,40N_000E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_000E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_000E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,132,1516608322359.939900000000000,4951174.687863069600000
132,40N_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,133,1516608322359.939900000000000,4951174.687863069600000
133,40N_010W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_010W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_010W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,134,1516608322359.939900000000000,4951174.687863069600000
134,40N_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,135,1516608322359.939900000000000,4951174.687863069600000
135,40N_020W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_020W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_020W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,136,1516608322359.939900000000000,4951174.687863069600000
136,40N_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,137,1516608322359.939900000000000,4951174.687863079800000
137,40N_040E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_040E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_040E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,138,1516608322359.939900000000000,4951174.687863069600000
138,40N_050E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_050E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_050E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,139,1516608322359.939900000000000,4951174.687863079800000
139,40N_060E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_060E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_060E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,140,1516608322359.939900000000000,4951174.687863069600000
140,40N_070E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_070E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_070E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,141,1516608322359.939900000000000,4951174.687863079800000
141,40N_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,142,1516608322359.939900000000000,4951174.687863069600000
142,40N_080E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_080E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_080E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,143,1516608322359.939900000000000,4951174.687863079800000
143,40N_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,144,1516608322359.939900000000000,4951174.687863079800000
144,40N_090E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_090E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_090E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,145,1516608322359.939900000000000,4951174.687863069600000
145,40N_090W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_090W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_090W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,146,1516608322359.939900000000000,4951174.687863079800000
146,40N_100E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_100E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_100E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,147,1516608322359.950000000000000,4951174.687863079800000
147,40N_100W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_100W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_100W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,148,1516608322359.939900000000000,4951174.687863069600000
148,40N_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,149,1516608322359.939900000000000,4951174.687863079800000
149,40N_110W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_110W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_110W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,150,1516608322359.950000000000000,4951174.687863079800000
150,40N_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,151,1516608322359.950000000000000,4951174.687863079800000
151,40N_120W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_120W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_120W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,152,1516608322359.939900000000000,4951174.687863079800000
152,40N_130E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_130E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_130E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,153,1516608322359.939900000000000,4951174.687863069600000
153,40N_130W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_130W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_130W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,154,1516608322359.950000000000000,4951174.687863079800000
154,40N_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40N_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40N_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,155,1516608322359.939900000000000,4951174.687863079800000
155,40S_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40S_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40S_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,156,1759219273512.570100000000000,5387056.938893440200000
156,40S_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40S_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40S_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,157,1759219273512.570100000000000,5387056.938893440200000
157,40S_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40S_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40S_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,158,1759219273512.580100000000000,5387056.938893440200000
158,40S_160E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40S_160E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40S_160E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,159,1759219273512.580100000000000,5387056.938893440200000
159,40S_170E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=40S_170E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/40S_170E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,160,1759219273512.560100000000000,5387056.938893440200000
160,50N_000E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_000E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_000E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,161,1759219273512.570100000000000,5387056.938893440200000
161,50N_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,162,1759219273512.570100000000000,5387056.938893440200000
162,50N_010W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_010W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_010W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,163,1759219273512.570100000000000,5387056.938893440200000
163,50N_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,164,1759219273512.570100000000000,5387056.938893440200000
164,50N_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,165,1759219273512.570100000000000,5387056.938893440200000
165,50N_040E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_040E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_040E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,166,1759219273512.570100000000000,5387056.938893440200000
166,50N_050E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_050E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_050E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,167,1759219273512.570100000000000,5387056.938893440200000
167,50N_060E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_060E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_060E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,168,1759219273512.570100000000000,5387056.938893440200000
168,50N_060W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_060W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_060W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,169,1759219273512.570100000000000,5387056.938893440200000
169,50N_070E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_070E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_070E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,170,1759219273512.570100000000000,5387056.938893440200000
170,50N_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,171,1759219273512.570100000000000,5387056.938893440200000
171,50N_080E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_080E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_080E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,172,1759219273512.570100000000000,5387056.938893440200000
172,50N_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,173,1759219273512.570100000000000,5387056.938893440200000
173,50N_090E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_090E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_090E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,174,1759219273512.570100000000000,5387056.938893429900000
174,50N_090W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_090W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_090W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,175,1759219273512.570100000000000,5387056.938893440200000
175,50N_100E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_100E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_100E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,176,1759219273512.560100000000000,5387056.938893440200000
176,50N_100W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_100W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_100W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,177,1759219273512.570100000000000,5387056.938893429900000
177,50N_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,178,1759219273512.590100000000000,5387056.938893440200000
178,50N_110W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_110W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_110W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,179,1759219273512.560100000000000,5387056.938893440200000
179,50N_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,180,1759219273512.550000000000000,5387056.938893440200000
180,50N_120W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_120W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_120W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,181,1759219273512.590100000000000,5387056.938893440200000
181,50N_130E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_130E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_130E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,182,1759219273512.580100000000000,5387056.938893429900000
182,50N_130W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_130W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_130W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,183,1759219273512.550000000000000,5387056.938893440200000
183,50N_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,184,1759219273512.580100000000000,5387056.938893440200000
184,50N_150E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50N_150E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50N_150E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,185,1759219273512.560100000000000,5387056.938893440200000
185,50S_060W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50S_060W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50S_060W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,186,2174584005565.340100000000000,6133313.913467870100000
