FID,tile,Mg_CO2e_ha,Mg_CO2e_px,ObjectId,Shape__Are,Shape__Len
250,70N_180W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_180W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_180W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,251,2971092462461.129900000000000,7564345.354987739600000
251,80N_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,252,4975976158872.740200000000000,11166380.689724900000000
252,80N_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,253,4975976158872.740200000000000,11166380.689724900000000
253,80N_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,254,4975976158872.740200000000000,11166380.689724900000000
254,80N_070E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_070E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_070E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,255,4975976158872.750000000000000,11166380.689724900000000
255,80N_080E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_080E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_080E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,256,4975976158872.750000000000000,11166380.689724900000000
256,80N_090E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_090E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_090E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,257,4975976158872.730500000000000,11166380.689724900000000
257,80N_100E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_100E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_100E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,258,4975976158872.730500000000000,11166380.689724900000000
258,80N_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,259,4975976158872.730500000000000,11166380.689724900000000
259,80N_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,260,4975976158872.750000000000000,11166380.689724900000000
260,80N_130E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_130E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_130E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,261,4975976158872.719700000000000,11166380.689724900000000
261,80N_130W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_130W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_130W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,262,4975976158872.750000000000000,11166380.689724900000000
262,80N_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,263,4975976158872.750000000000000,11166380.689724900000000
263,80N_140W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_140W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_140W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,264,4975976158872.719700000000000,11166380.689724900000000
264,80N_150E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_150E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_150E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,265,4975976158872.750000000000000,11166380.689724900000000
265,80N_150W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_150W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_150W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,266,4975976158872.750000000000000,11166380.689724900000000
266,80N_160E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_160E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_160E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,267,4975976158872.750000000000000,11166380.689724900000000
267,80N_160W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_160W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_160W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,268,4975976158872.750000000000000,11166380.689724900000000
268,80N_170E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_170E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_170E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,269,4975976158872.750000000000000,11166380.689724900000000
269,80N_170W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=80N_170W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/80N_170W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,270,4975976158872.750000000000000,11166380.689724900000000
